2.602562202,2.563770211,37.09805897,185.0837648,M,Bad
3.057403427,5.110417561,74.81324029,190.1683465,M,Bad
2.571435882,2.770215797,60.48394514,192.0104164,M,Bad
3.703299029,6.709836808,47.1634479,191.0497317,M,Bad
4.334830488,3.814074834,66.39262074,184.2199772,M,Bad
2.889448544,9.462322208,58.16570496,180.1887899,M,Bad
2.889448544,8.84181456,55.16951899,180.1887899,M,Bad
2.759107659,3.012787504,62.78255637,185.4561943,M,Bad
1.987384202,3.632950739,56.65044611,176.0028409,M,Bad
1.847610266,1.193489424,115.585039,155.4252232,M,Bad
4.495139613,0.954841254,41.47266481,176.638048,M,Bad
8.746162263,23.96248897,54.43647196,161.644672,M,Bad
6.170175095,29.81416274,53.74092149,166.7153262,M,Bad
4.139189256,6.562698509,64.83045703,168.6683136,M,Bad
3.377472729,0.979319654,57.51304472,170.1440566,M,Bad
5.946863054,11.49656302,39.14237863,168.8608895,M,Bad
3.862982872,4.969740728,56.2705767,172.1423829,M,Bad
1.536300129,5.290081205,35.71512656,176.1135997,M,Bad
0.761360892,5.237476067,44.89636809,179.2010045,M,Bad
2.645448257,3.012787504,61.35368585,162.0030864,M,Bad
2.619548795,2.5791475,43.08564883,177.476759,M,Bad
6.462270637,9.381510161,74.55240501,164.9060338,M,Bad
5.800624144,8.707370272,89.31808036,157.6229679,M,Bad
4.604487157,1.468800714,43.52350671,172.0261608,M,Bad
5.674226415,4.014175695,53.84384832,174.1407477,M,Bad
4.610649319,11.30993247,40.78693797,170.425937,M,Bad
0.744059203,4.014175695,54.1512777,179.0698188,M,Bad
2.843480114,5.869600443,77.03748324,168.2408987,M,Bad
3.069703823,10.7388971,45.74814298,174.5451231,M,Bad
1.193489424,2.009553813,59.29963255,164.3045952,M,Bad
1.801160516,8.785298718,57.2610029,181.463495,M,Bad
1.392331617,3.366460663,2.645052153,179.0027933,M,Bad
0,2.38594403,21,177.138364,M,Bad
4.370797038,6.740056098,57.06286085,176.7257763,M,Bad
3.621484704,2.862405226,62.86156318,173.0462366,M,Bad
5.290081205,5.440332031,70.93730321,175.3453735,M,Bad
4.659575781,8.555558243,55.64932208,174.5222049,M,Bad
1.724101556,3.964654723,88.10725231,151.6476179,M,Bad
3.598768117,1.803995116,32.97886492,184.0244549,M,Bad
0.191623966,2.447048642,43.48470663,181.1353085,M,Bad
12.50674542,0.530501317,24.76887059,167.5857989,M,Bad
13.77769026,23.00887008,60.97519936,122.1556384,M,Bad
8.196111288,27.25532837,78.11162295,97.94386147,M,Bad
1.165177238,11.668774,91.97419863,159.8905876,M,Bad
2.639426138,5.417022114,27.94904129,169.168555,M,Bad
2.516875657,3.301865674,39.10509723,174.0718243,M,Bad
1.60788037,0,46.13621338,147.0034013,M,Bad
4.997942094,2.337305859,41.56000976,127.1927671,M,Bad
3.616113896,1.735704589,30.72309582,140.0035714,M,Bad
4.44738485,2.779166864,42.07293424,138.014492,M,Bad
